Landkreis  Hildesheim;Fachdienst  204  -  Ordnungsangelegenheiten/  Ordnungswidrigkeiten    Bischof-Janssen-Str.  31  31134  Hildesheim    Ansprechpartner  Herr  Geweke  (Fachdienstleiter);Telefon  05121/309-3831      Fax  05121/309-953831      E-Mail  Rainer.Geweke@landkreishildesheim.de    Homepage  www.landkreishildesheim.de
Landkreis  Holzminden;Bußgeldstelle  Bürgermeister-Schrader-Str.  24  37603  Holzminden    Ansprechpartner  Herr  Hundertmark;Telefon  05531/707-285      Fax  05531/7076-285      E-Mail  nur  per  Onlineformular    Homepage  www.landkreis-holzminden.de
Landkreis  Leer;Straßenverkehrsamt  -  Bußgeldstelle  Ringstraße  26  26789  Leer;Telefon  0491/926-0    Fax  0491/926-91820      E-Mail  nur  per  Onlineformular    Homepage  www.landkreis-leer.de
Landkreis  Lüchow-Dannenberg;Fachdienst  Straßenverkehr  -  Bußgeldstelle  Tannenberger  Str.  2    29439  Lüchow  (Wendland)    Ansprechpartner  Marcus  Henze;Telefon  05841/120-703    Fax  -    E-Mail  bussgeldstelle@luechow-dannenberg.de    Homepage  www.luechow-dannenberg.de
Landkreis  Lüneburg;Fachdienst  42  Straßenverkehr  und  Führerscheine  Hausanschrift  Auf  dem  Michaeliskloster  4  21335  Lüneburg    Postanschrift  Am  Springintgut  3    21335  Lüneburg    Ansprechpartner  Frau  Horn;Telefon  04131/26-1394    Fax  04131/26-2672    E-Mail  nur  per  Onlineformular    Homepage  www.landkreis-lueneburg.de
Landkreis  Nienburg/  Weser;Straßenverkehrsamt  Kräher  Weg  60    31582  Nienburg;Telefon  05021/967-700    Fax  05021/967-738    E-Mail  info@kreis-ni.de    Homepage  www.lk-nienburg.de
Landkreis  Northeim;Bußgeldstelle  Hausanschrift  Medenheimer  Str.  6-8  37154  Northeim    Postanschrift  Postfach  1363  37143  Northeim    Ansprechpartner  Herr  Keufner  (Leitung);Telefon  05551/708-651    Fax  -    E-Mail  tkeufner@landkreis-northeim.de    Homepage  www.landkreis-northeim.de
Landkreis  Oldenburg;Straßenverkehrsamt  -  Bußgeldstelle  Delmenhorster  Str.  6  27793  Wildeshausen    Ansprechpartnerin  Frau  Feyertag;Telefon  04431/85-230    Fax  -    E-Mail  bussgeld.01@oldenburg-kreis.de    Homepage  www.landkreis-oldenburg.de
Landkreis  Osnabrück  ;Straßenverkehrsabteilung  -  Fachdienst  Ordnung  Am  Schölerberg  1  49082  Osnabrück;Telefon  0541/501-4109    Fax  0541/501-4402    E-Mail  ordnung@landkreis-osnabrueck.de    Homepage  www.landkreis-osnabrueck.de
Landkreis  Osterholz;Sachgebiet  Bußgeldstelle  Osterholzer  Straße  23  27711  Osterholz-Scharmbeck    Ansprechpartnerin  Frau  Kowald  (Leiterin)    ;Telefon  04791/930-590    Fax  04791/930-11590    E-Mail  bussgeldstelle@landkreis-osterholz.de    Homepage  www.landkreis-osterholz.de
Landkreis  Osterode  am  Harz;Fachbereich  II.3  Straßenverkehr  Bergstraße  10  37520  Osterode  am  Harz    Ansprechpartner  Ralf  Bartels  (Sachbearbeiter)    ;Telefon  05522/960-376    Fax  05522/960-388    E-Mail  ralf.bartels@landkreis-osterode.de    Homepage  www.landkreis-osterode.de
Landkreis  Peine;Fachdienst  Ordnungswesen  Burgstraße  1  31224  Peine    Ansprechpartnerin  Elke  Ribbeck  (Teamleiterin);Telefon  05171/401-5138    Fax  05171/401-7701    E-Mail  e.ribbeck@landkreis-peine.de    Homepage  www.landkreis-peine.de
Landkreis  Rotenburg  (Wümme);Bußgeldstelle  Bremervörde  Amtsallee  7  27432  Bremervörde    Ansprechpartner  Herr  Bösch;Telefon  04761/983-4433    Fax  04761/983-88  4433    E-Mail  bussgeldstelle@lk-row.de    Homepage  www.lk-row.de
Landkreis  Schaumburg;Bußgeldstelle  Am  Krankenhaus  1  31655  Stadthagen    Ansprechpartner  Herr  Nichte  (Leitung);Telefon  05721/701-410    Fax  05721/701-400    E-Mail  bussgeldstelle.37@landkreis-schaumburg.de    Homepage  www.schaumburg.de
Landkreis  Stade;Rechtsamt  -  Bußgeldstelle  Große  Schmiedestraße  1/3  21682  Stade;Telefon    04141/12-251    Fax  -    E-Mail  rechtsamt@landkreis-stade.de    Homepage  www.landkreis-stade.de
Landkreis  Uelzen;Straßenverkehrsamt  -  Bußgeldstelle  Nothmannstraße  34  29525  Uelzen;Telefon    0581/82-0    Fax  0581/82-445    E-Mail  -    Homepage  www.uelzen.de
Landkreis  Vechta;Zentrale  Bußgeldstelle  Ravensberger  Str.  20  49377  Vechta    Ansprechpartner  Herr  Mewes;Telefon  04441/898-1510    Fax  04441/898-1031    E-Mail  1510@landkreis-vechta.de    Homepage  www.landkreis-vechta.de
Landkreis  Verden;Bußgeldstelle  Lindhooper  Straße  67  27283  Verden  (Aller);Telefon  04231/15-0    Fax  04231/15-603    E-Mail  kreishaus@landkreis-verden.de    Homepage  www.landkreis-verden.de
Landkreis  Wesermarsch;Straßenverkehrswesen  Poggenburger  Str.  15  26919  Brake  (Unterweser)    Ansprechpartnerin  Frau  Bolles;Telefon  04401/927-346    Fax  04401/3471    E-Mail  marina.bolles@lkbra.de      Homepage  www.landkreis-wesermarsch.de
Landkreis  Wittmund;Bußgeldstelle  Schloßstraße  11  26409  Wittmund;Telefon  04462/861-144    Fax  04462/861-200    E-Mail  ordnungsamt@lk.wittmund.de      Homepage  www.landkreis-wittmund.de
Landkreis  Wolfenbüttel;Bußgeldstelle  Halchtersche  Str.  26  38304  Wolfenbüttel    Ansprechpartnerin  Frau  Berge;Telefon  05331/84-560    Fax  05331/84-197    E-Mail  i.berge@lk-wf.de    Homepage  www.lk-wolfenbuettel.de
Landkreis  Viersen;Abteilung  Verkehrssicherung  Rathausmarkt  3  41747  Viersen;Telefon  02162/39-0    Fax  02162/39-1364    E-Mail  ordnungsamt@kreis-viersen.de    Homepage  www.kreis-viersen.de
Stadtverwaltung  Mönchengladbach;Verkehrsordnungswidrigkeiten  (Bußgeldstelle)  Rheinstraße  70  41065  Mönchengladbach    Ansprechpartner  Herr  Breimer;Telefon  02161/25-6130    Fax  02161/25-6199    E-Mail  bussgeldstelle@moenchengladbach.de    Homepage  www.moenchengladbach.de
Stadtverwaltung  Krefeld;Bußgeldstelle  Am  Hauptbahnhof  5    47798  Krefeld        Ansprechpartner  Herr  Lieser  (Leitung)  ;Telefon  02151/  86-2201    Fax  02151/86-2325    E-Mail  fb32@krefeld.de    Homepage  www.krefeld.de
Rhein-Kreis  Neuss;Bußgeldbehörde  Auf  der  Schanze  1  41515  Grevenbroich  (Stadtmitte);Telefon  02181/601-3640    Fax  02181/601-3699    E-Mail  bussgeldstelle@rhein-kreis-neuss.de    Homepage  www.rhein-kreis-neuss.de
Stadtverwaltung  Düsseldorf;Bußgeldstelle  Erkrather  Straße  1-3  40200  Düsseldorf;Telefon  0211/89-91    Fax  0211/89-29106    E-Mail  bussgeldstelle@duesseldorf.de    Homepage  www.duesseldorf.de
Stadtverwaltung  Solingen;Bußgeldstelle  Verwaltungsgebäude  Bonner  Straße  100  Eingang  Langhansstraße  6  42697  Solingen  ;Telefon  0212/  290-6408    Fax  0212/  290-6492    E-Mail  bussgeldstelle@solingen.de    Homepage  www.solingen.de
Stadtverwaltung  Wuppertal;Zentrale  Bußgeldstelle  Johannes-Rau-Platz  1  42275  Wuppertal    Ansprechpartner  Herr  Bergenthal;Telefon  0202/563-5743    Fax  0202/563-788421    E-Mail  andreas.bergenthal@stadt.wuppertal.de    Homepage  www.wuppertal.de
Stadtverwaltung  Remscheid;Straßenverkehrsangelegenheiten  Verwaltungsgebäude  Dienstleistungszentrum  Elberfelder  Straße  36  42853  Remscheid  ;Telefon  02191/16-00    Fax  02191/16-3261    E-Mail  Bussgeldstelle@remscheid.de    Homepage  www.remscheid.de
Kreis  Mettmann;Hausanschrift  Bußgeldstelle  Verwaltungsgebäude  1  Düsseldorfer  Straße  26  40822  Mettmann    Postanschrift  Postfach    40806  Mettmann;Telefon  02104/  99-1535  02104/  99-1536  (bei  einem  Einspruch)    Fax  02191/16-3261    E-Mail  bussgeldstelle@kreis-mettmann.de    Homepage  www.kreis-mettmann.de
Stadtverwaltung  Mülheim  an  der  Ruhr;Bußgeld  und  Verkehr  Am  Rathaus  1  45468  Mülheim  an  der  Ruhr;Telefon  0208/455-3272    Fax  0208/455-583272    E-Mail  nur  per  Onlineformular    Homepage  www.muelheim-ruhr.de
Stadt  Oberhausen;Fachbereich  Ordnungswidrigkeiten  Schwartzstraße  72  46045  Oberhausen    Ansprechpartner  Herr  Schäfer  (Fachbereichsleitung);Telefon  0208/825-2742    Fax  0208/825-5302    E-Mail  Ordnungswidrigkeiten@oberhausen.de    Homepage  www.oberhausen.de
Stadt  Essen;Bußgeldstelle  (Verkehrsordnungswidrigkeiten)  Rathaus  Porscheplatz  1  6.  OG  45127  Essen  ;Telefon  0201/88-32332    Fax  0201/88-32399    E-Mail  bussgeldstelle@ordnungsamt.essen.de    Homepage  www.essen.de
Stadt  Duisburg;Bürger-  und  Ordnungsamt  Königstraße  63-65  47051  Duisburg;Telefon  0203/  283-0    Fax  0203/  283-4148    E-Mail  ordnungsamt@stadt-duisburg.de    Homepage  www.duisburg.de
Kreis  Heinsberg;Ordnungsamt  Kreisverwaltung  Valkenburger  Straße  45  52525  Heinsberg;Telefon  02452/13-0    Fax  02452/13-883288    E-Mail  bussgeldstelle@kreis-heinsberg.de    Homepage  www.kreis-heinsberg.de
Städteregion  Aachen;Ordnungsamt  Geschwindigkeitsüberwachung  Zollernstraße  20  52070  Aachen  ;Telefon  0241/51982-266    Fax  0241/51982-675    E-Mail  Verkehrsueberwachung@staedteregion-aachen.de    Homepage  www.staedteregion-aachen.de
Kreis  Düren;Straßenverkehrsamt  Kölner  Landstr.  271  52351  Düren  ;Telefon  02421/22-2901  (oder  -2902)    Fax  02421/938221    E-Mail  amt36@kreis-dueren.de    Homepage  www.kreis-dueren.de
Kreis  Euskirchen;Bußgeldstelle  Jülicher  Ring  32  53879  Euskirchen    Postanschrift  Kreishaus  Euskirchen  53877  Euskirchen;Telefon  02251/15-588    Fax  -    E-Mail  nur  per  Onlineformular    Homepage  www.kreis-euskirchen.de
Rhein-Sieg-Kreis;Bußgeldstelle  Rathausallee  10  53757  Sankt  Augustin    Postfach  15  51    Ansprechpartner  Herr  Mück  (Sachgebietsleiter);Telefon  02241/13-2697      Fax  02241/13-3189    E-Mail  hans-walter.mueck@rhein-sieg-kreis.de    Homepage  bis.rhein-sieg-kreis.de
Stadt  Bonn;Ordnungswidrigkeiten  Berliner  Platz  2  53111  Bonn  ;Telefon  0228/77-6077      Fax  0228/779619800    E-Mail  stvo@bonn.de    Homepage  www.bonn.de
Oberbergischer  Kreis;Zentrale  Bußgeldstelle  Moltkestraße  42    51643  Gummersbach    ;Telefon  02261/88-3009      Fax  02261/88-972-3009      Homepage  bis.obk.de
Rheinisch-Bergischer  Kreis;Bußgeldstelle  Am  Rübezahlwald  7  51469  Bergisch  Gladbach  ;Telefon  02202/13-2100    Fax  02202-13-102596    E-Mail  nur  per  Onlineformular    Homepage  www.rbk-direkt.de
Stadt  Köln;Bußgeldangelegenheiten  Ottmar-Pohl-Platz  1    51103  Köln    Postanschrift  Postfach  10  35  64    50475  Köln;Telefon  0221/221-0    Fax  0221/221-21825    E-Mail  bussgeldstelle@stadt-koeln.de    Homepage  www.stadt-koeln.de
Rhein-Erft  Kreis;Verkehrsordnungswidrigkeiten  Willy-Brandt-Platz  1    50126  Bergheim    Ansprechpartnerin  Frau  Baran  (Teamleitung);Telefon  02271/83-3221    Fax  02271/83-2387    E-Mail  -    Homepage  www.rhein-erft-kreis.de
Stadtverwaltung  Leverkusen;Zentrale  Bußgeldstelle  Miselohestr.  4  51379  Leverkusen    Postanschrift  Stadtverwaltung    Postfach  10  11  40  51311  Leverkusen  ;Telefon  (0214)  406-3001    Fax  (0214)  406-3002    E-Mail  30@stadt.leverkusen.de      Homepage  www.leverkusen.de
Kreis  Warendorf;Straßenverkehrsamt  Waldenburger  Str.  2  48231  Warendorf    Postanschrift  Postfach  11  05  61  48207  Warendorf    Ansprechpartnerin  Frau  Becker;Telefon  02581/53-3620    Fax  02581/53-3698    E-Mail  Barbara.Becker@kreis-warendorf.de    Homepage  www.kreis-warendorf.de
Stadt  Münster;Ordnungsamt  Klemensstraße  10    48143  Münster      Postanschrift  Stadt  Münster    Ordnungsamt  48127  Münster;Telefon  0251/492-1111    Fax  -    E-Mail  ordnungsamt@stadt-muenster.de    Homepage  www.stadt-muenster.de
Kreis  Steinfurt;Straßenverkehrsamt  Tecklenburger  Str  10  48565  Steinfurt;Telefon  02551/69-1305    Fax  02551/69-1301      E-Mail  post@kreis-steinfurt.de    Homepage  www.kreis-steinfurt.de
Kreis  Coesfeld;Straßenverkehr  Kreuzweg  27  48249  Dülmen    Postanschrift  Kreuzweg  27  48249  Dülmen    Ansprechpartnerin  Frau  Espendiller;Telefon  02594/9436-3528    Fax  02594/9436-3599    E-Mail  Ulrike.Espendiller@kreis-coesfeld.de    Homepage  www.kreis-coesfeld.de
Kreis  Borken;Bußgeldstelle  Burloer  Str.  93  46325  Borken    Postanschrift  Kreis  Borken  Fachbereich  Verkehr  46322  Borken    Ansprechpartner  Herr  Artmann  (Abteilungsleitung);Telefon  02861/82-2066    Fax  -    E-Mail  j.artmann@kreis-borken.de    Homepage  www.kreis-borken.de
Kreis  Recklinghausen;Bußgeldstelle  Kurt-Schumacher-Allee  1  45657  Recklinghausen      Postanschrift  Kreis  Borken  Fachbereich  Verkehr  46322  Borken    Ansprechpartnerin  Frau  Selka  (Ressortleiterin);Telefon  02361/53-5036      Fax  02361/53-5239    E-Mail  Ordnungsamt@kreis-re.de    Homepage  www.kreis-re.de
Bußgeldstelle  Bottrop;Verwaltungsgebäude  Am  Eickholtshof  Am  Eickholtshof  24  46236  Bottrop;E-Mail-Adresse:    bussgeldstelle@bottrop.de    Telefon:  02041-704900    Homepage:    www.bottrop.de  
Stadt  Gelsenkirchen;Bussgeldstelle  Bochumer  Straße  12-16  45879  Gelsenkirchen  ;Telefon  0209/169-2557    Fax  0209/169-3531    E-Mail  bussgeldstelle@gelsenkirchen.de    Homepage  www.gelsenkirchen.de
Landkreis  Lippe;Verkehrsüberwachung  Felix-Fechenbach-Str.  5  32756  Detmold  ;Telefon  05231/62-1800    Fax  05231/62111    E-Mail  bussgeldstelle@kreis-lippe.de    Homepage  www.kreis-lippe.de
Stadt  Arnsberg;Bussgeldstelle  Rathausplatz  1  59759  Arnsberg    Ansprechpartner  Herr  Weber;Telefon  02932/201-1809    Fax  02932/201-771809    E-Mail  mathias.weber@arnsberg.de    Homepage  www.arnsberg.de
Stadt  Gütersloh;Anschrift  Kreishaus  Gütersloh  -  Bauteil  7  Herzebrocker  Straße  140  33334  Gütersloh    Postanschrift  Kreis  Gütersloh  33324  Gütersloh    Ansprechpartner  Michael  Haftmann  –  Tel.:  05241  85  1270  Manuela  van  Aart  –  Tel.:  05241  85  1351  Anna  Westernströer  –  Tel.:  05241  85  1357;Telefon  05241/85-1200    Fax  05241/85-31200    E-Mail  abt22@gt-net.de    
Bußgeldstelle  Herne;Stadt  Herne  Fachbereich  Öffentliche  Ordnung  und  Sport  Ordnungsangelegenheiten  Verwaltungsgebäude  Südstraße  8-10  44625  Herne;Telefon:    0  23  23  /  16  -  20  81    Telefax:    0  23  23  /  16  -  29  25    E-Mail:  ordnungsamt@herne.de      Homepage:    www.herne.de
Bußgeldstelle  Hamm;Bußgeldstelle  und  ruhender  Verkehr  Rechtsamt  Caldenhofer  Weg  2  59065  Hamm  ;ÖPNV-Information:  Haltestelle:  Rathaus    Telefon:  02381/  17-7034    Fax:  02381/  17-2907    Homepage:    www.hamm.de
Bußgeldstelle  Paderborn;Ordnungsamt  Aldegreverstr.  10  –  14  33102  Paderborn;Tel.:  05251  308  –  3204  Fax:  05251  308  –  3299    www.kreis-paderborn.de
Zentrale  Bußgeldstelle  Rheinland-Pfalz;Maximilianstraße  6  67346  Speyer;Telefon  06232/137-605    Fax  06232/137-609    E-Mail  pprheinpfalz.zbs.poststelle@polizei.rlp.de    Homepage  www.polizei.rlp.de
Ministerium  für  Inneres  und  Sport  -  Zentrale  Bußgeldbehörde  St.  Ingbert;Am  Markt  7  66386  St.  Ingbert;Telefon  0681/501-00    Fax  0681/501-7052    E-Mail  zbb@lava.saarland.de    Homepage  www.saarland.de
Landkreis  Bautzen;Landratsamt  Bautzen  Macherstraße  55  01917  Kamenz    Ansprechpartner  Herr  Richter  (Sachgebietsleiter)    ;Telefon  03591/5251-32300    Fax  03591/5251-32099    E-Mail  ordnungsamt@lra-bautzen.de    Homepage  www.landkreis-bautzen.de
Stadtverwaltung  Chemnitz;Ordnungsamt  Düsseldorfer  Platz  1  09111  Chemnitz    Ansprechpartner  Herr  Christ  (Amtsleiter)    ;Telefon  0371/488-3201      Fax  0371/488-3299    E-Mail  ordnungsamt@stadt-chemnitz.de    Homepage  www.chemnitz.de
Stadtverwaltung  Leipzig;Ordnungsamt  Prager  Straße  118-136  04317  Leipzig;Telefon  0341/123-8747    Fax  0341/123-8789    E-Mail  ordnungsamt@leipzig.de    Homepage  www.leipzig.de
Stadtverwaltung  Dresden;Bußgeldbehörde  Theaterstraße  11-15  01067  Dresden    Postanschrift  Postfach  12  00  20    01001  Dresden;Telefon  0351/4885901    Fax  0351/4885903    E-Mail  bussgeldstelle@dresden.de    Homepage  www.dresden.de
Landratsamt  Erzgebirgskreis;Zentrale  Bußgeldstelle  Hausanschrift  Paulus-Jenisius-Straße  43  09456  Annaberg-Buchholz      Postanschrift  Paulus-Jenisius-Straße  24  09456  Annaberg-Buchholz    Ansprechpartner  Herr  Ullrich  (Sachgebietsleiter);Telefon  03733/831-5148    Fax  -    E-Mail  bussgeldstelle@kreis-erz.de    Homepage  www.erzgebirgskreis.de
Stadtverwaltung  Görlitz;Bußgeld  Hugo-Keller-Str.  14  02826  Görlitz      Ansprechpartner  Herr  Kloß  (Leiter);Telefon  03581/67-1521    Fax  03581/67-1594    E-Mail  bussgeldstelle@goerlitz.de    Homepage  www.goerlitz.de
Landkreis  Görlitz;Bußgeldstelle  Hausanschrift:  Hochwaldstraße  29  02763  Zittau    Ansprechpartner  Herr  Kaiser  (Sachgebietsleiter);Telefon  03583/72-2584    Fax  -    E-Mail  bussgeldstelle-zi@kreis-gr.de    Homepage  www.kreis-goerlitz.de
Landkreis  Meißen;Ordnungswidrigkeiten  Brauhausstraße  21  01662  Meißen    Ansprechpartner  Herr  Strelec  (Sachgebietsleiter);Telefon  03521/725-1471    Fax  -    E-Mail  ordnungsamt@kreis-meissen.de    Homepage  www.kreis-meissen.org
Stadtverwaltung  Borna;Ordnungswidrigkeiten  An  der  Wyhra  1  04552  Borna    Ansprechpartner  Herr  Blochinger;Telefon  03433/873-212    Fax  03433/873-229    E-Mail  fd23@borna.de    Homepage  www.borna.de
Stadtverwaltung  Freiberg;Verkehrsordnungswidrigkeiten  Heubnerstraße  15  09599  Freiberg    Ansprechpartnerin  Frau  Hertzsch;Telefon  03731/273361    Fax  03731/27373351    E-Mail  Ordnungsamt@Freiberg.de    Homepage  www.freiberg.de
Stadtverwaltung  Torgau;Ordnungsamt  Markt  1  (Eingang  Leipziger  Straße)  04860  Torgau    Ansprechpartnerin  Frau  Eckert  (Abteilungsleiterin);Telefon  03421/748-210    Fax  03421/748-338    E-Mail  a.eckert@torgau.de    Homepage  www.torgau.eu
Stadtverwaltung  Torgau;Bußgeldstelle  Am  Markt  1/2  01796  Pirna    Ansprechpartnerin  Frau  Polzihn  (Fachdienstleiterin);Telefon  03501/556-348    Fax  03501/556-390    E-Mail  nur  über  Onlineformular    Homepage  www.pirna.de
Erzgebirgskreis;Bußgeldstelle  Hausanschrift  Paulus-Jenisius-Straße  43  09456  Annaberg-Buchholz      Postanschrift  Paulus-Jenisius-Straße  24  09456  Annaberg-Buchholz    Ansprechpartner  Herr  Ullrich  (Sachgebietsleiter);Telefon  03733/831-5148    Fax  -    E-Mail    bussgeldstelle@kreis-erz.de    Homepage  www.erzgebirgskreis.de
Landkreis  Mittelsachsen;Bußgeldstelle  Frauensteiner  Straße  43  09599  Freiberg    Ansprechpartner  Herr  Hachenberger  (Referatsleiter);Telefon  03731/799-1301    Fax  03731/799-1348    E-Mail  verkehrsordnungswidrigkeiten@landkreis-mittelsachsen.de    Homepage  www.landkreis-mittelsachsen.de
Landkreis  Nordsachsen;Bußgeldstelle  Richard-Wagner-Straße  7a  04509  Delitzsch    Ansprechpartnerin  Frau  Oppermann  (Sachgebietsleiterin);Telefon  034202/988-5359    Fax  03421/758-855311    E-Mail  nur  per  Onlineformular    Homepage  www.landkreis-nordsachsen.de
Landkreis  Sächsische  Schweiz-Osterzgebirge;Bußgeldstelle  Hausanschrift  Schloßhof  2/4  01796  Pirna    Postanschrift  Postfach  10  02  53/54  01782  Pirna;Telefon  03501/515-4203    Fax  -    E-Mail  -    Homepage  www.landratsamt-pirna.de
Stadtverwaltung  Plauen;Bußgeldstelle  Hausanschrift  Unterer  Graben  1  08523  Plauen    Postanschrift  Postfach  10  02  77  08506  Plauen    Ansprechpartnerin  Frau  Queck;Telefon  03741/291-2786    Fax  03741/291-32786    E-Mail  silvia.queck@plauen.de    Homepage  www.plauen.de
Vogtlandkreis;Bußgeldstelle  Hausanschrift  Postplatz  3  08468  Reichenbach      Postanschrift  Postfach  10  03  08  08507  Plauen    Ansprechpartnerin  Frau  Spranger  (Leiterin  Verkehrsamt);Telefon  03765/532701    Fax  -    E-Mail  spranger.constanze@vogtlandkreis.de      Homepage  www.vogtlandkreis.de
Stadtverwaltung  Zwickau;Bußgeldstelle  Hausanschrift  Werdauer  Straße  62  08056  Zwickau      Postanschrift  PF  20  09  33  08009  Zwickau    Ansprechpartner  Herr  Heym  (Sachgebietsleiter);Telefon  0375/83-3050    Fax  0375/83-3099    E-Mail  rechtsamt@zwickau.de    Homepage  www.zwickau.de
Stadt  Dessau-Roßlau;Amt  für  öffentliche  Sicherheit  und  Ordnung  August-Bebel-Platz  16  06842  Dessau-Roßlau    Postanschrift  Postfach  1425  06813  Dessau-Roßlau    Ansprechpartner  Frau  Lindner;Telefon  0340/204-2036    Fax  0340/204-2936  oder  (-2939)    E-Mail  amtfuerordnungundverkehr@dessau-rosslau.de    Homepage  www.dessau.de
Stadt  Halle;Ordnungswidrigkeiten  An  der  Feuerwache  5  06124  Halle  (Saale)    Ansprechpartnerin  Frau  Schäfer  (Leiterin);Telefon  0345/221-1212    Fax  0345/221-1312    E-Mail  nur  per  Onlineformular    Homepage  www.halle.de
Stadt  Magdeburg;Technisches  Polizeiamt  Zentrale  Bußgeldstelle  Halberstädter  Straße  69  39112  Magdeburg  ;Telefon  0391/50750    Fax  0391/5075405      E-Mail  zbs.tpa@polizei.sachsen-anhalt.de    Homepage  www.polizei.sachsen-anhalt.de
Altmarkkreis  Salzwedel;Ordnungsamt  Karl-Marx-Straße  32  29410  Salzwedel  ;Telefon  0391/5075-400    Fax  03901/25079    E-Mail  nur  per  Onlineformular    Homepage  www.altmarkkreis-salzwedel.de
Landkreis  Anhalt-Bitterfeld;Ordnungsamt  Zeppelinstraße  15  06366  Köthen  (Anhalt);Telefon  0391/5075-400    Fax  03496/60-1098    E-Mail  post@anhalt-bitterfeld.de    Homepage  www.anhalt-bitterfeld.de
Landkreis  Börde;Fachdienst  Ordnung  und  Sicherheit  Farsleber  Straße  19    39326  Wolmirstedt    Ansprechpartnerin  Frau  Raßloff;Telefon  03904/7240-4213    Fax  03904/7240-4291    E-Mail  ordnung-sicherheit@boerdekreis.de    Homepage  www.boerdekreis.de
Burgenlandkreis;Rechts-  und  Ordnungsamt  Schönburger  Str.  41  06618  Naumburg    Postanschrift  Postfach  1151  06601  Naumburg  ;Telefon  03445/73-1721    Fax  -    E-Mail  rechtsamt@blk.de    Homepage  www.burgenlandkreis.de
Landkreis  Osterode  am  Harz;Fachbereich  II.3  Straßenverkehr  Bergstraße  10  37520  Osterode  am  Harz    Ansprechpartner  Ralf  Bartels  (Sachbearbeiter)    ;Telefon  05522/960-376    Fax  05522/960-388    E-Mail  ralf.bartels@landkreis-osterode.de    Homepage  www.landkreis-osterode.de
Landkreis  Jerichower  Land;Ordnungsamt  Am  Markt  10  39291  Möckern  ;Telefon  039245/948-61    Fax  039245/948-39    E-Mail  wilfried.jaecke@stadt-moeckern.de    Homepage  www.lkjl.de
Landkreis  Mansfeld-Südharz;Ordnungsamt  Lutherstr.  9  06343  Mansfeld;Telefon  034782/871-66    Fax  034782/871-22    E-Mail  info@mansfeld.eu    Homepage  www.mansfeldsuedharz.de
Saalekreis;Hausanschrift  Bußgeldstelle  Domplatz  2  06217  Merseburg    Postanschrift  06204  Merseburg  Postfach  1454    Ansprechpartnerin  Frau  Tittel  (Sachgebietsleiterin);Telefon    03461/401230    Fax  03461/401218    E-Mail  elke.tittel@saalekreis.de    Homepage  www.saalekreis.de
Salzlandkreis;Ordnungsangelegenheiten  Karlsplatz  37  06406  Bernburg  (Saale)    Postanschrift  Salzlandkreis  06400  Bernburg  (Saale)  ;Telefon  03471/684-1365    Fax  -    E-Mail  ordnung@kreis-slk.de    Homepage  www.salzlandkreis.de
Landkreis  Stendal;Straßenverkehrsamt  Tauentzienstraße  5  39576  Stendal,  Hansestadt    Postanschrift  Postfach  10  14  55    39554  Stendal,  Hansestadt    ;Telefon  03931/60-7533    Fax  03931/60-7830    E-Mail  strassenverkehrsamt@landkreis-stendal.de    Homepage  www.landkreis-stendal.de
Landkreis  Wittenberg;Zentrale  Bussgeldstelle  Tauentzienstraße  5  39576  Stendal,  Hansestadt    Postanschrift  Postfach  51  06872  Lutherstadt  Wittenberg    ;Telefon  03491/479-573    Fax  03491/479-555    E-Mail  ordnungsamt@landkreis.wittenberg.de    Homepage  www.landkreis-wittenberg.de
Lutherstadt  Wittenberg;Ordnungsamt  Lutherstraße  56  06886  Lutherstadt  Wittenberg;Telefon  03491/421461    Fax  03491/421685    E-Mail  Ordnungswesen@wittenberg.de    Homepage  www.wittenberg.de
Polizeidirektion  Sachsen-Anhalt  Nord;Polizeidirektion  Sachsen-Anhalt  Ost;Polizeidirektion  Sachsen-Anhalt  Süd
Adresse  Sternstraße  12  39104  Magdeburg    Telefon  0391  -  546  0        Fax  0391  -  546  1235    E-Mail  pd-nord(at)polizei.sachsen-anhalt.de;Adresse  Kühnauer  Str.  161  06846  Dessau-Roßlau    Telefon  0340  -  6000  0      Fax  0340  -  6000  210    E-Mail  pd-ost(at)polizei.sachsen-anhalt.de;Adresse  Merseburger  Straße  6  06110  Halle  (Saale)    Telefon  0345  -  224  -  0      Fax  0345  -  224  -  1210    E-Mail  pd-sued(at)polizei.sachsen-anhalt.de
Kreis  Schleswig-Flensburg;Bußgeldstelle  Flensburger  Straße  7    24837  Schleswig    Ansprechpartnerin  Frau  Schattschneider;Telefon  04621/87-522    Fax  04621/87-335    E-Mail  kerstin.schattschneider@schleswig-flensburg.de    Homepage  www.schleswig-flensburg.de
Kreis  Plön;Bußgeldstelle  Hamburger  Straße  17-18    24306  Plön;Telefon  04522/743-452      Fax  -    E-Mail  bussgeldstelle@kreis-ploen.de      Homepage  www.kreis-ploen.de
Kreis  Pinneberg;Ordnungswidrigkeiten  Kurt-Wagener-Str.  11    25337  Elmshorn    Ansprechpartnerin  Frau  Anhalt;Telefon  04101/7095-89    Fax  04101/7095-87    E-Mail  bussgeldstelle@kreis-pinneberg.de    Homepage  www.kreis-pinneberg.de
